simultaneous users;total_time;total_invocations;success;failed;response time average (ms);standard_deviation;percent;throughput;fail_tax;hi_value;low_value
250;122385;0;0;250000;0.0;0.0;NaN;0.0;Infinity;0;0
500;199426;0;0;500000;0.0;0.0;NaN;0.0;Infinity;0;0
750;295645;0;0;750000;0.0;0.0;NaN;0.0;Infinity;0;0
1000;394360;0;0;1000000;0.0;0.0;NaN;0.0;Infinity;0;0
