time_stamp;elapsed_time
1618149197613;4343
1618149197726;4247
1618149197580;4435
1618149197607;4442
1618149197618;4453
1618149197731;4396
1618149198339;3810
1618149197602;4547
1618149198295;3856
1618149197623;4571
1618149198343;3852
1618149197599;4604
1618149198341;3863
1618149198338;3868
1618149197641;4565
1618149198342;3865
1618149198341;3868
1618149197599;4612
1618149197728;4487
1618149197601;4616
1618149198167;4051
1618149197582;4645
1618149197591;4698
1618149198336;4030
1618149197601;4766
1618149198336;4040
1618149197730;4647
1618149198348;4035
1618149197580;4805
1618149198346;4046
1618149197586;4811
1618149197732;4671
1618149197604;4809
1618149197723;4695
1618149198337;4083
1618149198336;4084
1618149197582;4838
1618149198337;4094
1618149197730;4701
1618149197726;4706
1618149197586;4846
1618149198343;4090
1618149197689;4747
1618149197731;4707
1618149197583;4856
1618149197720;4722
1618149197586;4857
1618149197581;4863
1618149197583;4862
1618149197598;4848
1618149197577;4869
1618149197550;4897
1618149197721;4727
1618149198348;4101
1618149198338;4111
1618149198338;4112
1618149197708;4743
1618149197702;4749
1618149197587;4865
1618149197587;4866
1618149197710;4743
1618149197727;4727
1618149197730;4726
1618149197587;4869
1618149197602;4895
1618149197602;4896
1618149197550;4948
1618149197724;4774
1618149198347;4152
1618149197582;4917
1618149197550;4949
1618149197731;4768
1618149197550;4950
1618149197612;4888
1618149197570;4930
1618149197850;4650
1618149198102;4398
1618149198351;4149
1618149197596;4904
1618149197599;4902
1618149198344;4157
1618149198345;4156
1618149197726;4775
1618149197730;4771
1618149198333;4168
1618149197726;4775
1618149197728;4773
1618149197727;4774
1618149197552;4949
1618149197573;4928
1618149197732;4769
1618149197688;4814
1618149197725;4777
1618149197589;4913
1618149197724;4778
1618149197578;4925
1618149197591;4912
1618149198343;4160
1618149197732;4771
1618149197585;4918
1618149197581;4923
1618149198336;4168
1618149197581;4924
1618149197719;4786
1618149198350;4181
1618149198345;4196
1618149198352;4191
1618149197721;4831
1618149197719;4844
1618149197721;4864
1618149197729;4857
1618149197620;4967
1618149197571;5017
1618149198340;4249
1618149197626;4965
1618149197570;5021
1618149197575;5017
1618149197611;4982
1618149197575;5019
1618149197620;4975
1618149198321;4275
1618149198352;4245
1618149197598;5001
1618149198333;4268
1618149198146;4456
1618149197596;5008
1618149198341;4265
1618149197728;4878
1618149197518;5089
1618149197722;4887
1618149198347;4264
1618149197577;5035
1618149198355;4259
1618149197590;5024
1618149198351;4265
1618149198335;4281
1618149198349;4268
1618149198320;4299
1618149197628;4994
1618149197573;5050
1618149197710;4920
1618149198352;4280
1618149197589;5059
1618149197722;4929
1618149197589;5085
1618149198351;4334
1618149197594;5098
1618149197614;5132
1618149197581;5209
1618149197594;5196
1618149197610;5248
1618149197619;5249
1618149197586;5336
1618149198346;4607
1618149197579;5419
1618149197582;5568
1618149198365;4812
1618149197584;5602
1618149198339;4892
1618149197614;5652
1618149198367;4899
1618149198342;4933
1618149197598;5678
1618149197600;5677
1618149197604;5679
1618149197619;5666
1618149198340;4945
1618149197725;5560
1618149197727;5558
1618149198366;4919
1618149197599;5686
1618149198359;4955
1618149198334;5004
1618149197694;5698
1618149198365;5027
1618149197606;5795
1618149197593;5832
1618149197725;5700
1618149197588;5847
1618149198372;5113
1618149198366;5124
1618149198366;5131
1618149198383;5124
1618149197602;5910
1618149197600;5925
1618149198368;5165
1618149198368;5167
1618149197600;5936
1618149197590;5946
1618149198367;5170
1618149198379;5159
1618149197616;5923
1618149197706;5834
1618149198341;5200
1618149198360;5184
1618149198367;5179
1618149197511;6037
1618149197597;5953
1618149198341;5210
1618149198342;5210
1618149197605;5949
1618149197601;5953
1618149197605;5949
1618149198342;5213
1618149197597;5959
1618149197593;5963
1618149197580;5977
1618149198335;5383
1618149197606;6126
1618149198371;5371
1618149198356;5395
1618149198364;5399
1618149198368;5396
1618149198365;5411
1618149198327;5449
1618149198334;5447
1618149198382;5401
1618149198357;5427
1618149198368;5425
1618149198327;5468
1618149198386;5437
1618149198327;5510
1618149198361;5481
1618149198356;5509
1618149198375;5492
1618149198334;5537
1618149198382;5500
1618149198363;5531
1618149198356;5549
1618149198369;5568
1618149198367;5571
1618149198351;5588
1618149198339;5601
1618149197605;6336
1618149197584;6358
1618149198385;5558
1618149198337;5608
1618149198373;5651
1618149198380;5645
1618149198323;5702
1618149198385;5641
1618149198372;5656
1618149198379;5651
1618149198355;5677
1618149198357;5678
1618149198370;5666
1618149198381;5657
1618149198383;5657
1618149198383;5675
1618149197686;6372
1618149198375;5697
1618149198358;5722
1618149198385;5696
1618149198382;5708
1618149197731;6371
1618149197604;6508
1618149197722;6401
1618149198362;5774
1618149198356;5790
1618149198363;5795
1618149198357;5837
1618149198377;5818
1618149198385;5812
1618149198356;5853
1618149198357;5855
1618149197591;6622
1618149198370;5863
1618149198381;5890
1618149198502;5771
1618149198377;5909
1618149197719;6568
1618149197629;6658
1618149198348;5940
1618149197597;6692
1618149197723;6567
1618149198347;5943
1618149197568;6723
1618149198344;5949
1618149197729;6566
1618149198349;5947
1618149197593;6703
1618149197583;6714
1618149197724;6574
1618149197716;6583
1618149197723;6577
1618149197724;6576
1618149197616;6687
1618149198344;5961
1618149198359;5948
1618149198384;5925
1618149198350;5963
1618149198371;5991
1618149198387;5977
1618149198373;5993
1618149198350;6024
1618149197590;6787
1618149198387;6030
1618149198376;6051
1618149198381;6058
1618149198378;6072
1618149198369;6092
1618149198378;6085
1618149198344;6121
1618149198351;6116
1618149198373;6096
1618149198355;6125
1618149198377;6104
1618149198391;6091
1618149198391;6102
1618149198365;6139
1618149198363;6150
1618149198527;6005
1618149198525;6029
1618149198523;6049
1618149198389;6196
1618149198522;6063
1618149198361;6224
1618149197621;6965
1618149198360;6227
1618149198372;6216
1618149197591;6998
1618149198343;6246
1618149197727;6863
1618149197606;6985
1618149198360;6232
1618149198386;6207
1618149198360;6234
1618149198380;6214
1618149198378;6217
1618149198509;6087
1618149198349;6247
1618149198368;6231
1618149198524;6081
1618149198372;6238
1618149198545;6067
1618149198359;6261
1618149198526;6095
1618149198376;6247
1618149198354;6270
1618149198490;6149
1618149198353;6286
1618149198350;6289
1618149198348;6291
1618149198354;6285
1618149198500;6139
1618149198492;6147
1618149198345;6294
1618149198354;6285
1618149198490;6149
1618149197612;7046
1618149198371;6287
1618149198345;6313
1618149198525;6133
1618149198529;6129
1618149198528;6130
1618149198500;6158
1618149198391;6267
1618149198346;6313
1618149198353;6306
1618149198344;6315
1618149198349;6310
1618149198527;6132
1618149198528;6131
1618149198384;6292
1618149197609;7067
1618149198393;6283
1618149198547;6129
1618149198529;6147
1618149198366;6310
1618149198361;6315
1618149197692;6985
1618149198346;6331
1618149198371;6307
1618149198388;6290
1618149198381;6298
1618149198526;6153
1618149198528;6151
1618149198546;6133
1618149198358;6321
1618149198443;6238
1618149198353;6329
1618149198526;6206
1618149198526;6206
1618149198337;6396
1618149198545;6188
1618149198347;6387
1618149198361;6373
1618149198390;6344
1618149198544;6191
1618149198383;6366
1618149198508;6253
1618149198502;6273
1618149198525;6271
1618149198530;6266
1618149197600;7196
1618149198546;6250
1618149198531;6265
1618149198531;6265
1618149198529;6273
1618149198524;6278
1618149198527;6275
1618149198525;6277
1618149198528;6274
1618149198396;6424
1618149198531;6292
1618149197594;7231
1618149198555;6271
1618149198554;6274
1618149198380;6449
1618149198527;6302
1618149198354;6476
1618149198352;6479
1618149198524;6310
1618149198556;6283
1618149198555;6288
1618149198555;6298
1618149198511;6410
1618149198506;6421
1618149198526;6403
1618149198532;6399
1618149198354;6578
1618149198578;6366
1618149198524;6421
1618149198635;6310
1618149198525;6420
1618149198509;6441
1618149198416;6535
1618149198531;6488
1618149198590;6430
1618149198523;6498
1618149198545;6477
1618149198602;6422
1618149198543;6484
1618149198530;6520
1618149198496;6554
1618149198562;6496
1618149198576;6511
1618149197701;7456
1618149197969;7189
1618149198546;6612
1618149198575;6584
1618149198387;6773
1618149198530;6631
1618149198551;6610
1618149198563;6599
1618149197554;7609
1618149197553;7611
1618149198547;6617
1618149198548;6618
1618149198549;6618
1618149198370;6798
1618149197995;7174
1618149198388;6786
1618149198548;6629
1618149198547;6632
1618149198549;6633
1618149198546;6638
1618149198530;6656
1618149197553;7637
1618149197996;7207
1618149198547;6656
1618149198548;6655
1618149198549;6654
1618149198547;6656
1618149198548;6655
1618149197565;7638
1618149198386;6818
1618149198388;6816
1618149197554;7657
1618149198371;6844
1618149198552;6664
1618149198384;6833
1618149198387;6831
1618149198369;6850
1618149198373;6847
1618149198389;6832
1618149198576;6645
1618149198374;6848
1618149198348;6879
1618149198388;6840
1618149198373;6856
1618149198608;6621
1618149198390;6839
1618149197670;7559
1618149198543;6687
1618149198510;6720
1618149198608;6622
1618149199406;5825
1618149198629;6603
1618149198577;6657
1618149198355;6880
1618149198381;6854
1618149198353;6886
1618149198545;6695
1618149198556;6684
1618149198553;6688
1618149198551;6690
1618149198552;6690
1618149197735;7508
1618149198370;6875
1618149198361;6886
1618149198362;6885
1618149198366;6882
1618149198551;6699
1618149198390;6860
1618149198389;6878
1618149198358;6992
1618149199535;5827
1618149199556;5818
1618149198816;6569
1618149199562;5834
1618149198553;6871
1618149199528;5896
1618149198563;6871
1618149198780;6656
1618149198577;6913
1618149198590;6911
1618149198563;6941
1618149199644;5860
1618149198548;6956
1618149199584;5921
1618149198551;6957
1618149198564;6946
1618149199776;5737
1618149198363;7153
1618149199175;6342
1618149198556;6990
1618149199563;6010
1618149198380;7216
1618149198386;7231
1618149199717;5922
1618149199449;6202
1618149198554;7108
1618149198576;7089
1618149199168;6505
1618149198390;7286
1618149198576;7101
1618149198940;6739
1618149198838;6843
1618149198529;7153
1618149198549;7135
1618149199394;6295
1618149199356;6334
1618149198389;7307
1618149198553;7148
1618149198400;7333
1618149198552;7190
1618149198532;7232
1618149198563;7224
1618149198549;7343
1618149198363;7545
1618149198379;7532
1618149198358;7555
1618149198378;7542
1618149198364;7556
1618149198364;7557
1618149198364;7558
1618149198362;7562
1618149198389;7536
1618149198376;7551
1618149199290;6639
1618149199424;6506
1618149199396;6534
1618149199346;6585
1618149199656;6276
1618149199557;6376
1618149199312;6621
1618149199741;6193
1618149198552;7383
1618149199840;6096
1618149199556;6383
1618149199560;6381
1618149198557;7387
1618149198675;7315
1618149199845;6148
1618149199668;6326
1618149198377;7618
1618149198374;7623
1618149199208;6791
1618149198374;7626
1618149198379;7623
1618149199826;6177
1618149199798;6206
1618149198362;7643
1618149199277;6731
1618149199477;6609
1618149200448;5746
1618149200525;5671
1618149199474;6795
1618149198369;7950
1618149198384;7936
1618149200896;5436
1618149199883;6449
1618149199943;6389
1618149200535;5797
1618149198358;7974
1618149199920;6412
1618149198963;7380
1618149199931;6421
1618149200893;5470
1618149198578;7785
1618149199844;6520
1618149200055;6310
1618149199524;6842
1618149198697;7670
1618149199907;6462
1618149199872;6503
1618149200889;5500
1618149199907;6493
1618149198861;7561
1618149201243;5201
1618149199857;6589
1618149201234;5219
1618149201446;5019
1618149200888;5587
1618149199633;6858
1618149200043;6455
1618149199883;6616
1618149199859;6641
1618149199597;6919
1618149199596;6920
1618149199597;6919
1618149199859;6657
1618149198555;7962
1618149199861;6656
1618149200149;6368
1618149199657;6860
1618149198577;7940
1618149199943;6574
1618149199872;6645
1618149199884;6633
1618149199895;6623
1618149199942;6576
1618149199872;6646
1618149198591;7927
1618149199871;6647
1618149199060;7458
1618149199375;7146
1618149199597;6925
1618149200016;6508
1618149200888;5637
1618149198383;8144
1618149200488;6044
1618149199972;6571
1618149199858;6697
1618149198929;7636
1618149199277;7312
1618149200884;5705
1618149200867;5724
1618149199645;6955
1618149200695;5906
1618149200320;6293
1618149198553;8064
1618149199633;6996
1618149200527;6108
1618149200549;6090
1618149200664;5986
1618149199919;6742
1618149199553;7116
1618149199844;6826
1618149199918;6754
1618149199597;7083
1618149200549;6142
1618149199596;7106
1618149200750;5962
1618149199839;6875
1618149199919;6806
1618149200900;5828
1618149199884;6844
1618149200751;5986
1618149198873;7867
1618149201428;5318
1618149199102;7664
1618149199815;6953
1618149199276;7494
1618149199179;7593
1618149200020;6756
1618149200885;5906
1618149198529;8267
1618149198562;8236
1618149198379;8419
1618149198557;8243
1618149198382;8419
1618149199383;7427
1618149198576;8234
1618149199569;7242
1618149199007;7805
1618149199559;7253
1618149199553;7260
1618149199572;7243
1618149199367;7450
1618149199645;7172
1618149199074;7753
1618149199761;7071
1618149198385;8448
1618149198375;8459
1618149199858;6978
1618149199826;7011
1618149199389;7449
1618149199919;6920
1618149200705;6135
1618149199114;7728
1618149199858;6990
1618149200968;5880
1618149199396;7452
1618149201270;5579
1618149198903;7951
1618149199598;7257
1618149200904;5953
1618149199803;7056
1618149199598;7261
1618149198713;8147
1618149199872;6989
1618149199619;7244
1618149201279;5585
1618149199858;7012
1618149199961;6910
1618149199973;6900
1618149200929;5944
1618149198673;8201
1618149199884;6991
1618149201443;5434
1618149199841;7037
1618149199943;6938
1618149200404;6498
1618149198577;8331
1618149200508;6400
1618149199728;7185
1618149200523;6391
1618149199920;7083
1618149199920;7083
1618149200543;6461
1618149199920;7086
1618149199920;7088
1618149199053;7957
1618149199478;7546
1618149198675;8433
1618149201848;5387
1618149201854;5381
1618149202019;5218
1618149201811;5427
1618149201945;5294
1618149201991;5248
1618149202137;5103
1618149201960;5281
1618149202012;5230
1618149200991;6252
1618149200412;6834
1618149201244;6003
1618149201916;5331
1618149200538;6711
1618149201894;5358
1618149201926;5327
1618149201444;5812
1618149201851;5408
1618149201872;5388
1618149198998;8263
1618149201280;5981
1618149201625;5637
1618149199884;7379
1618149200701;6563
1618149199633;7632
1618149200890;6376
1618149198703;8563
1618149200555;6712
1618149200544;6724
1618149201535;5734
1618149199906;7364
1618149199597;7674
1618149201859;5413
1618149201479;5794
1618149201850;5424
1618149201873;5402
1618149200599;6678
1618149198691;8590
1618149198874;8407
1618149201501;5783
1618149201232;6054
1618149201507;5781
1618149201890;5400
1618149201251;6040
1618149201510;5782
1618149201284;6010
1618149201497;5799
1618149199895;7403
1618149201490;5813
1618149200960;6343
1618149201439;5865
1618149200975;6332
1618149202328;4980
1618149200552;6760
1618149199102;8222
1618149199872;7454
1618149199945;7403
1618149200928;6496
1618149200313;7113
1618149199931;7499
1618149200956;6475
1618149200448;6984
1618149200975;6458
1618149201384;6049
1618149201195;6239
1618149201485;5950
1618149198861;8575
1618149200927;6510
1618149201246;6192
1618149201745;5694
1618149199906;7534
1618149200804;6637
1618149201157;6286
1618149198849;8596
1618149200579;6868
1618149198733;8722
1618149199896;7561
1618149200163;7296
1618149198557;8904
1618149199619;7843
1618149199942;7521
1618149198745;8719
1618149200704;6775
1618149199919;7569
1618149200686;6802
1618149199631;7858
1618149199475;8015
1618149201187;6303
1618149199845;7647
1618149200938;6554
1618149201404;6089
1618149200964;6530
1618149201741;5754
1618149201470;6025
1618149201473;6023
1618149200365;7132
1618149199907;7595
1618149200947;6557
1618149199632;7874
1618149201531;5977
1618149201210;6301
1618149201807;5704
1618149198827;8684
1618149200498;7014
1618149201659;5854
1618149200603;6910
1618149199896;7618
1618149198578;8937
1618149198574;8942
1618149199842;7674
1618149199585;7937
1618149199844;7678
1618149201856;5674
1618149200529;7003
1618149201872;5662
1618149201457;6088
1618149200821;6726
1618149202346;5207
1618149202339;5214
1618149201914;5660
1618149202299;5276
1618149202284;5293
1618149202313;5272
1618149201874;5714
1618149202500;5096
1618149201876;5731
1618149199029;8591
1618149201223;6407
1618149202492;5140
1618149200752;6900
1618149201891;5763
1618149202274;5412
1618149200366;7342
1618149202504;5216
1618149199949;7771
1618149199873;7858
1618149201465;6268
1618149199633;8103
1618149201475;6262
1618149199858;7880
1618149202238;5501
1618149202326;5414
1618149199036;8706
1618149198803;8940
1618149200800;6947
1618149199240;8515
1618149200189;7566
1618149200868;6888
1618149199884;7872
1618149202241;5516
1618149198789;8971
1618149199919;7841
1618149200406;7355
1618149202589;5189
1618149202247;5533
1618149202605;5177
1618149202503;5293
1618149202034;5771
1618149202321;5485
1618149202063;5809
1618149200042;7832
1618149201541;6335
1618149202154;5735
1618149202603;5317
1618149202581;5341
1618149202558;5365
1618149201888;6035
1618149200970;6954
1618149202600;5325
1618149202552;5373
1618149202564;5362
1618149202575;5352
1618149202582;5348
1618149201393;6538
1618149202565;5454
1618149202565;5456
1618149201862;6253
1618149201826;6290
1618149202565;5554
1618149202589;5531
1618149202292;5830
1618149202560;5564
1618149201473;6655
1618149202440;5689
1618149202495;5642
1618149202323;5824
1618149202544;5624
1618149202536;5645
1618149202527;5663
1618149202259;5966
1618149202081;6145
1618149202596;5784
1618149202599;5788
1618149202558;5831
1618149202583;5807
1618149202557;5834
1618149198679;9712
1618149202524;5870
1618149202709;5686
1618149201463;6933
1618149202639;5757
1618149202598;5801
1618149202594;5806
1618149202545;5855
1618149202553;5848
1618149203382;5020
1618149202535;5869
1618149203424;4984
1618149202583;5827
1618149202682;5740
1618149202511;5911
1618149202523;5899
1618149203553;4869
1618149201908;6514
1618149202893;5534
1618149202598;5834
1618149202522;5921
1618149202555;5900
1618149203643;4823
1618149203094;5374
1618149203586;4894
1618149202735;5756
1618149202549;5955
1618149204383;4128
1618149202655;5886
1618149202661;5881
1618149204392;4150
1618149204375;4168
1618149201485;7059
1618149202283;6262
1618149202833;5714
1618149203360;5192
1618149202700;5852
1618149202571;5982
1618149202617;5938
1618149204141;4424
1618149204372;4202
1618149204141;4434
1618149204142;4455
1618149202525;6072
1618149203489;5118
1618149203646;4983
1618149203244;5407
1618149204375;4287
1618149202611;6062
1618149202612;6083
1618149202637;6070
1618149203365;5343
1618149201201;7507
1618149201473;7236
1618149203935;4775
1618149202621;6090
1618149204176;4535
1618149203955;4758
1618149202501;6212
1618149204393;4321
1618149202377;6338
1618149202794;5921
1618149202844;5872
1618149202600;6117
1618149204388;4330
1618149201242;7479
1618149202615;6107
1618149202605;6120
1618149204351;4507
1618149201916;6953
1618149202719;6150
1618149204362;4517
1618149203960;4940
1618149201417;7486
1618149204029;4882
1618149203993;4921
1618149204021;4902
1618149202613;6310
1618149204008;4936
1618149202667;6288
1618149204142;4825
1618149203463;5504
1618149202616;6362
1618149204239;4741
1618149204343;4647
1618149204238;4753
1618149204326;4666
1618149204252;4741
1618149204318;4676
1618149203366;5628
1618149203649;5346
1618149202637;6359
1618149203634;5362
1618149204088;4910
1618149203372;5627
1618149203397;5603
1618149202501;6500
1618149203982;5020
1618149202614;6389
1618149204347;4657
1618149202715;6290
1618149202725;6282
1618149202670;6339
1618149204291;4720
1618149202683;6330
1618149202710;6305
1618149203680;5342
1618149202735;6299
1618149202715;6329
1618149203338;5719
1618149203994;5071
1618149204012;5064
1618149203296;5791
1618149202684;6414
1618149204214;4886
1618149204201;4908
1618149202652;6469
1618149202804;6329
1618149203630;5503
1618149202672;6473
1618149203496;5659
1618149202596;6570
1618149202718;6459
1618149202546;6632
1618149203035;6144
1618149203383;5797
1618149202519;6661
1618149202591;6590
1618149204046;5137
1618149202671;6513
1618149202531;6653
1618149202552;6633
1618149203531;5655
1618149203632;5555
1618149202717;6471
1618149202550;6638
1618149200760;8430
1618149200979;8213
1618149202607;6586
1618149200428;8767
1618149202670;6527
1618149203529;5670
1618149202529;6672
1618149202537;6675
1618149202606;6609
1618149203640;5576
1618149204151;5075
1618149202711;6517
1618149202701;6537
1618149201484;7767
1618149202628;6625
1618149202707;6554
1618149202646;6618
1618149202600;6672
1618149201832;7451
1618149203640;5654
1618149203993;5302
1618149201900;7405
1618149202966;6350
1618149204180;5148
1618149202695;6633
1618149202097;7232
1618149202527;6813
1618149202702;6648
1618149202663;6709
1618149202675;6707
1618149202629;6773
1618149204305;5109
1618149203647;5768
1618149203577;5839
1618149202623;6794
1618149202616;6802
1618149204148;5271
1618149204172;5247
1618149203653;5767
1618149202595;6826
1618149202530;6891
1618149203648;5781
1618149202607;6822
1618149203672;5757
1618149203617;5812
1618149202696;6733
1618149203562;5867
1618149204396;5033
1618149202529;6900
1618149204165;5266
1618149204285;5148
1618149204039;5395
1618149203659;5776
1618149203680;5756
1618149202797;6639
1618149204329;5108
1618149202246;7192
1618149203669;5774
1618149204133;5311
1618149204163;5281
1618149203656;5790
1618149203367;6081
1618149204161;5289
1618149203641;5812
1618149202606;6849
1618149202758;6699
1618149203259;6203
1618149203660;5807
1618149203661;5807
1618149204134;5335
1618149204110;5380
1618149203644;5849
1618149204548;4948
1618149203368;6139
1618149204557;4950
1618149204292;5217
1618149202729;6782
1618149203655;5862
1618149203372;6146
1618149203418;6104
1618149204624;4910
1618149202512;7024
1618149203341;6197
1618149202716;6822
1618149202712;6826
1618149202768;6772
1618149202710;6831
1618149203393;6149
1618149202701;6843
1618149202940;6607
1618149204557;5006
1618149204553;5012
1618149204542;5063
1618149202555;7052
1618149204221;5387
1618149204719;5062
1618149204369;5417
1618149204760;5031
1618149204793;5001
1618149204694;5102
1618149204674;5126
1618149204401;5405
1618149204435;5398
1618149204831;5020
1618149204760;5092
1618149204695;5157
1618149204774;5079
1618149204774;5080
1618149204775;5080
1618149204760;5095
1618149204795;5061
1618149204693;5164
1618149203931;5927
1618149204772;5086
1618149205239;4622
1618149204814;5062
1618149204812;5066
1618149204786;5093
1618149204638;5242
1618149204747;5134
1618149204718;5164
