time;response time (ms)
10;724.4578833693305
20;722.7348429510591
30;730.89477668433
40;658.1292749658003
50;707.9611721611722
60;802.2357286769644
70;1196.5383129426916
80;1253.3727735368957
90;1244.138959390863
100;1225.0875232774674
110;1275.7375886524824
120;1186.1362266425558
130;1225.9717097170972
140;1311.2928619079387
150;1329.103672985782
160;746.1526032315978
170;703.7055283941331
180;712.0437339213524
190;667.6141678129298
200;689.7896539910928
210;660.5604240282686
220;691.7153739612188
230;674.4016736401674
240;674.2954230235783
250;663.0960548885078
260;636.4124087591241
270;681.75635224504
280;668.0644056183625
290;652.2134126197556
300;660.206141899047
310;402.38924184667513
320;680.7676348547718
330;649.0750163078931
340;633.3574879227053
350;668.2362525458249
360;669.8554135843981
370;643.1482993197279
380;637.8383507853404
390;663.7008032128514
400;670.0972515856237
410;687.8833678398896
420;663.1991729841488
430;657.3181504485852
440;661.0595632031767
450;645.3273691186216
460;638.0725639253628
470;682.4307270233196
480;644.7845230153436
490;664.3905635648755
500;630.8010752688172
510;699.6894586894587
520;641.3123342175066
530;663.8410825815406
540;775.1890862944163
550;1251.6316831683168
560;1281.2582697201017
570;1220.856276531231
580;1348.877049180328
590;1369.878467635403
600;1235.1908814589665
610;1243.3495400788436
620;1271.2371794871794
630;1299.1515735388568
640;1326.9622279129321
650;729.655887230514
660;678.9611685073031
670;654.7364002686367
680;657.4665562913907
690;667.3547495682211
700;650.4696659850034
710;667.9659208261618
720;668.6492587601078
730;642.3298197891874
740;686.7180925666199
750;657.9785689595576
760;686.0241343126968
770;691.6840830449827
780;626.4202640028541
790;456.65209214856606
800;655.091774303195
810;686.2062068965517
820;671.9236641221374
830;649.6121336059987
