simultaneous users;total_time;total_invocations;success;failed;response time average (ms);standard_deviation;percent;throughput;fail_tax;hi_value;low_value
1000;3326014;1000000;1000000;0;3292.406379;601.4300570300946;18.267187819407837;300.6601896444212;0.0;19303;103
1500;4948397;1500000;1500000;0;4914.396797333334;670.174789821313;13.636969448314906;303.12846766336656;0.0;21048;104
