time;response time (ms)
10;977.0496780128794
20;910.7014354066986
30;916.3558558558559
40;907.088990825688
50;870.7948260481713
60;925.0652173913044
70;937.5004549590537
80;870.7948717948718
90;873.2371225577265
100;870.1216566005177
110;904.4083175803403
120;1283.3758193736344
130;2373.4633936261844
140;2567.68567251462
150;1477.764705882353
160;1452.0569025235031
170;1404.894187102634
180;1541.0197971994205
190;1453.2327306444136
200;1337.2578325629172
210;1482.6486988847585
220;1331.3909599254428
230;1345.265560165975
240;1385.0334417092429
250;1462.2772946859902
260;1435.1860885275519
270;1340.9445554445554
280;1333.6682776801406
290;1358.9438822447103
300;1383.4466019417475
310;1424.0475978647687
320;1340.944958597175
330;1532.1322775966464
340;1284.933971291866
350;1387.2072072072071
360;1326.2072289156627
370;1369.8364779874214
380;1417.0018993352326
390;1381.2039891205802
400;1347.2076139884905
410;1396.2823992994747
420;1311.9730700179534
430;1332.420534458509
440;1342.112292051756
450;1367.3089468779124
460;1441.2935468219312
470;1419.3225957049488
480;1353.7755198487712
490;1399.6968181818181
500;1308.9933540097475
510;1392.4063653136532
520;1377.923604757548
530;1480.8972313467855
540;1458.1840699368624
550;1485.4945471787578
560;1167.5757290686736
570;1509.292960209882
580;1310.4251734390486
590;1569.6102012166589
600;1283.2518975332068
610;1483.2887511071744
620;1219.5917516218722
630;1375.1497175141244
640;1399.5096470588235
650;1469.9685230024213
660;1413.4521975532398
670;1356.072625698324
680;1428.8108511697362
690;1675.2265372168285
700;1219.0570436507937
710;1297.1726746773477
720;1393.2418772563176
730;1351.496803652968
740;1529.7802197802198
750;1398.6817738791424
760;1439.1379787724966
770;1284.8653846153845
780;1370.6281557552418
790;1570.3619047619047
800;1330.6700829673011
810;1702.8708723509117
820;1240.3475440222428
830;1390.740285292671
840;1367.9375650364204
850;520.3921781640413
860;858.875326939843
870;864.4769624573379
880;873.2090345438442
890;869.2638190954774
900;879.4476367006488
910;863.9295154185022
920;870.136925795053
930;897.9734042553191
940;877.3548387096774
950;884.5472854640981
960;884.40763226366
970;918.8044444444445
980;850.2115044247788
990;894.9415357766143
1000;886.1598513011153
1010;883.4101423487544
1020;881.0429922613929
1030;902.2073059360731
1040;888.6622691292876
1050;886.4109221128022
1060;891.8422509225093
1070;852.4133099824869
1080;859.8833768494343
1090;865.9575221238938
1100;870.442194092827
1110;879.8257777777778
1120;849.8891774891775
1130;848.9184027777778
1140;875.0638111888112
1150;859.7504363001746
1160;924.7326007326008
1170;887.2351398601398
1180;877.1222014925373
1190;908.3888396811337
