time;response time (ms)
10;988.6025408348457
20;929.8995024875622
30;874.6062992125984
40;936.4531835205993
50;897.7405063291139
60;901.9366391184573
70;865.8763636363636
80;927.8969534050179
90;883.8119507908611
100;861.8230008984726
110;878.5075022065313
120;1341.692546583851
130;2591.5858310626704
140;2480.121263877028
150;2641.1007620660457
160;2484.951828724353
170;2538.06753458096
180;2484.997442455243
190;2518.341382181515
200;2644.1164383561645
210;2494.367149758454
220;2892.0776699029125
230;2611.1697635135133
240;2574.0589721988204
250;2484.187282229965
260;2478.0185633575466
270;2554.248500428449
280;2492.565587734242
290;2610.297113752122
300;2439.7272727272725
310;2382.2058333333334
320;2541.7818181818184
330;2530.999113475177
340;2472.3781302170282
350;2552.419540229885
360;2536.513698630137
370;2423.3874690849134
380;2615.034053156146
390;2559.8631484794278
400;2622.8389423076924
410;2474.6866554054054
420;2441.2888692579504
430;2578.7528271405495
440;2646.362244897959
450;2477.1553627760254
460;2528.8972727272726
470;2433.626709573612
480;2472.053959965187
490;2616.1929543634906
500;2439.8009554140126
510;2547.7551385165325
520;2513.575221238938
530;2479.826619964974
540;2525.4867549668875
550;2518.7676855895197
560;2516.7271241830067
570;2531.5687397708675
580;2467.812870448772
590;2471.6396242527753
600;2499.5538945712037
610;2636.0250896057346
620;2413.5976821192053
630;2739.0796387520527
640;2404.6446991404014
650;2693.1761409127303
660;2448.81363244176
670;2540.6794543904516
680;2517.9387430389816
690;2491.307488986784
700;2484.896307934014
710;2435.557595993322
720;2022.5556650246306
730;859.8444055944055
740;876.1035103510351
750;904.7994699646644
760;889.4561403508771
770;880.8327464788732
780;871.5523897058823
790;904.4767025089606
800;886.9875444839857
810;883.3617777777778
820;878.1547933157432
830;835.0891505466778
840;861.4219154443485
850;897.4251497005988
860;819.1779735682819
870;862.5286195286195
880;894.7631344612645
890;858.4321521175453
900;903.0360873694207
910;913.3516681695221
920;882.8729874776386
930;916.4949308755761
940;880.0442708333334
950;873.0848806366048
960;868.2630230572161
970;886.1641509433962
980;900.6945681211042
990;881.5096660808435
1000;891.7963286713286
1010;914.5895316804408
1020;879.7614035087719
1030;892.9025500910747
1040;875.4379370629371
1050;873.6541095890411
1060;855.5197889182058
1070;856.9609175870858
1080;846.0441306266549
1090;910.0773966578716
1100;899.5162995594713
1110;849.5392491467577
1120;866.0621669626998
1130;856.118487394958
1140;899.0205415499534
1150;865.6723989681857
1160;872.4592198581561
1170;860.187012987013
1180;897.2245454545455
1190;890.1148708815672
