time;response time (ms)
10;954.1789667896679
20;925.2247992863515
30;925.5382381413359
40;908.1429872495446
50;899.3802946593001
60;919.78125
70;870.5483576642335
80;895.9859402460457
90;849.8838427947599
100;902.0501419110691
110;912.7958257713249
120;1224.8277126099706
130;2575.05035971223
140;2801.5018621973927
150;2659.63802559415
160;2498.4562864279765
170;2556.8524451939293
180;2470.073230268511
190;2643.045013239188
200;2533.0375099760577
210;2609.56762295082
220;2610.1122994652405
230;2394.036482694107
240;2682.109775641026
250;2696.233000906618
260;2482.574307304786
270;2467.3365896980463
280;2639.8035143769966
290;2471.687062937063
300;2477.8573655494934
310;2438.776824034335
320;2672.000837520938
330;2458.5595544130247
340;2589.760065735415
350;2663.1037906137185
360;2400.702925045704
370;2526.083905415713
380;2413.9359190556493
390;2735.0316622691294
400;2372.527559055118
410;2579.4811715481173
420;2433.6783673469386
430;2475.4616033755274
440;2492.7502145922745
450;2493.532786885246
460;2606.8832442067737
470;2482.753781512605
480;2547.98294970162
490;2533.4087024087025
500;2589.08487394958
510;2531.163414634146
520;2373.153717627402
530;2493.906598114824
540;2547.509218612818
550;2493.673519736842
560;2507.7129144851656
570;2481.5572457966373
580;2515.9534333070246
590;2584.1677852348994
600;2528.291935483871
610;2488.845402766477
620;2582.228099173554
630;2389.616854908775
640;2617.458587619878
650;2456.6272
660;2633.9125315391084
670;2381.2882591093116
680;2531.285981308411
690;2528.9602227525857
700;2485.9982409850486
710;2544.0887372013653
720;2160.280341880342
730;875.8129562043796
740;869.2789291882556
750;846.6236842105263
760;890.2633420822398
770;888.2746666666667
780;884.0991228070176
790;876.2380106571936
800;883.3135888501743
810;865.567843866171
820;915.972027972028
830;850.6902887139107
840;875.6049046321526
850;892.4987168520103
860;871.8723792160438
870;860.015873015873
880;922.5040286481648
890;901.2354474370113
900;892.0364963503649
910;877.3768366464996
920;880.5618181818181
930;912.213698630137
940;871.7221735319895
950;891.7584670231729
960;917.386925795053
970;866.9899082568808
980;856.6049277824978
990;862.4131627056673
1000;912.2899305555555
1010;823.293059125964
1020;853.3543647363872
1030;879.3614663256607
1040;926.163601161665
1050;859.6484899328859
1060;909.1084656084656
1070;869.1159029649596
1080;917.548473967684
1090;850.5052816901408
1100;907.1628521126761
1110;881.9893617021277
1120;874.1918158567775
1130;853.803886925795
1140;873.8187234042554
1150;892.759894459103
1160;955.5083251714005
1170;858.6603603603604
1180;849.0584250635055
1190;873.2852049910873
10;946.1939058171745
20;881.3704363312555
30;989.9843290891283
40;885.2258064516129
50;883.7041884816754
60;877.3412698412699
70;884.6950354609929
80;885.7482014388489
90;890.3040834057341
100;831.8158567774937
110;911.1417840375586
120;1273.183266932271
130;2989.597994530538
140;2503.4483985765123
150;2668.6401785714284
160;2572.3977853492333
170;2511.9775784753365
180;2591.9689597315437
190;2585.568199532346
200;2607.0039024390244
210;2624.180483592401
220;1408.0198393953708
230;1213.5191507077436
240;1246.08093220339
250;1249.7562292358805
260;1244.3563572371315
270;1264.3518742442564
280;1321.4957456336767
290;1261.1286624203822
300;1247.2366863905324
310;1272.7649572649573
320;1260.535594639866
330;1237.6802349979018
340;1209.5496088925483
350;1326.230008244023
360;1209.7642916321458
370;1266.0864399836132
380;1258.0354095563139
390;1221.3146417445482
400;1224.3741811175337
410;1232.0157984628522
420;1216.4623259623258
430;1216.1661157024794
440;1219.3699560527368
450;1193.4295415959252
460;1275.0157715260018
470;1230.1967020023558
480;1240.1042387543253
490;1315.2655391120506
500;1277.6995594713655
510;1212.2327098738583
520;1239.9690175295557
530;1276.440582053355
540;1252.3822762814943
550;1199.2936311000826
560;1223.2404349577125
570;1220.3665451599838
580;1216.3969587835134
590;1227.6545842217483
600;1304.7884373690824
610;1258.55051369863
620;1219.572591006424
630;1269.032126880846
640;1242.3956244302644
650;1317.095066185319
660;1215.6645728643216
670;1231.4123667377398
680;1267.0078864353313
690;1206.4399664147775
700;1227.5935027072053
710;1248.0952584365655
720;1166.2401725790987
730;473.8926014319809
740;568.4263217097863
750;882.0675925925926
760;893.8466838931955
770;898.1803588290841
780;911.2237885462555
790;863.2854545454545
800;871.4674196350999
810;887.1776429809358
820;884.6347197106691
830;918.2029520295202
840;899.2349823321555
850;847.9536541889483
860;872.6082474226804
870;893.062827225131
880;852.172570390554
890;878.5424726661059
900;869.8658318425761
910;886.5581196581196
920;863.6945996275605
930;907.5607142857143
940;888.5017761989343
950;897.4406926406926
960;843.5252613240418
970;864.2023593466424
980;878.3633904418394
990;883.0843776106934
1000;838.6370431893688
1010;896.6705565529624
1020;853.4574652777778
1030;864.5791304347827
1040;916.092774308653
1050;867.6611418047883
1060;875.0379965457686
1070;845.3649635036496
1080;889.4297082228117
1090;841.2978165938864
1100;879.8935599284437
1110;874.2242424242424
1120;872.78590544157
1130;887.213058419244
1140;884.4375561545373
1150;896.3402903811252
1160;866.7070879590094
1170;891.5239436619719
1180;911.2534059945505
1190;848.9886264216973
