time;response time (ms)
10;987.2377690802348
20;729.7531504818384
30;708.2465353756382
40;674.4635163307853
50;666.0789993416721
60;680.025053686471
70;681.1379547014413
80;644.8976323119778
90;863.079254079254
100;1882.7409470752089
110;2003.9160559626916
120;1812.6795994993743
130;1895.1346266901824
140;1839.4562841530055
150;1886.4659964518037
160;1842.664331210191
170;2028.9548660084627
180;1813.0828961175237
190;1140.4579566003617
200;1016.8325679971741
210;978.1183780248529
220;981.318511198946
230;984.2178559117546
240;978.5008103727715
250;982.8055083304998
260;943.6761658031088
270;985.5086294416244
280;958.0202548186867
290;971.5446487196323
300;951.1433962264151
310;969.3956386292834
320;979.7768253968254
330;952.5436926215573
340;991.8585793058709
350;966.1987870619946
360;1016.7296372347707
370;948.6744186046511
380;943.3060955518946
390;954.0978003384095
400;369.8287163480297
410;397.9703459637562
420;663.6084583901774
430;669.7380792478174
440;674.0264663805436
450;679.126907073509
460;679.7545201668985
470;671.8915824915825
480;638.6966513460276
490;690.8437047756875
500;648.6779548472775
510;650.571523178808
520;659.4819624819625
530;702.2371838687628
540;658.793006993007
550;627.4462227912932
560;651.4063342318059
570;659.8630790190736
580;653.2724832214765
590;647.8783140720599
600;687.3921842288904
610;684.8721649484536
620;653.6300617707618
630;668.4186046511628
640;667.8838797814208
650;678.5992932862191
660;654.7824042981867
670;656.2179908076165
680;660.1593597773139
690;668.0121868652674
700;676.3323883770375
710;666.4141347424043
720;691.9489644970414
730;650.9324693042292
740;649.3022049286641
750;655.3017591339648
760;664.5134952766532
770;660.9079409697822
780;661.5881561238224
790;669.4461960246745
800;680.4899514899515
810;655.4507978723404
820;664.5413427561838
830;658.9688768606225
840;677.9951151430565
850;658.9012987012987
860;662.5995623632385
870;673.5057471264367
880;658.4934296977661
890;659.4872521246459
900;652.9637203166227
910;651.7805369127517
920;662.0327868852459
930;678.0711325966851
940;680.1359773371105
950;656.0564409030544
960;649.2015078821111
970;678.6879286694101
980;675.5830413454801
990;650.6271072151045
1000;632.0153354632588
1010;638.0291073738681
1020;668.5733715103794
1030;639.0352564102565
1040;705.625
1050;712.683908045977
1060;639.7390438247012
1070;676.0462508759636
1080;672.23386537127
1090;681.0020761245675
1100;658.4306122448979
1110;656.5721220527046
1120;673.6242424242424
1130;675.8317955997161
1140;646.8803921568627
1150;671.2562711864407
1160;636.0682414698163
1170;1086.9403553299492
1180;1883.5629496402878
1190;1997.2724616508401
1200;1868.7979242979243
1210;1744.9193835210433
1220;1857.5490454246215
1230;1731.5286028602861
1240;1951.0620957309186
1250;1943.752880921895
1260;1725.1905021834061
1270;1113.6942703670545
1280;999.462950600801
1290;978.1692255203002
1300;1020.2568620806506
1310;965.8128519377277
1320;963.0771789753826
1330;946.3532258064516
1340;978.4057161629435
1350;953.0065167807103
1360;987.4410121590536
1370;953.3531118993873
1380;970.4162419300034
1390;970.9668104878858
1400;973.0165799739922
1410;984.7461692205196
1420;974.6176369273165
1430;976.4880568108457
1440;951.4534201954398
1450;947.32363287496
1460;987.8715966386554
1470;806.3122123893805
1480;415.921256454389
1490;676.7484493452791
1500;651.7208361429534
1510;668.2089655172414
1520;658.6675767918089
1530;642.2827895073576
1540;656.791186440678
1550;657.8399725274726
1560;661.5545325779037
1570;686.5728813559322
1580;663.4103092783505
1590;657.5
1600;673.2172721041809
1610;666.7624386825509
1620;675.5602787456446
1630;655.4532183145321
1640;660.4546712802768
1650;641.7189368770764
1660;656.8771812080537
1670;668.6706293706294
1680;654.7876712328767
1690;688.080412371134
1700;622.1944977607166
1710;645.1277740416947
1720;655.2089356110381
1730;653.7010652463382
1740;612.1491053677933
1750;652.7483487450462
1760;631.6649616368286
1770;597.5517668939864
1780;649.043448275862
1790;677.4589502018842
1800;664.9233378561737
1810;669.3902787705504
1820;679.9216216216216
1830;688.1801675977654
1840;671.8783031988874
1850;664.7801516195727
1860;638.2263898191561
1870;647.6264980026631
1880;668.1873740765615
1890;670.1134163208852
1900;653.5671140939597
1910;635.4730971128608
1920;668.4697986577181
1930;650.6310873915944
1940;666.3387323943662
1950;641.3452535760729
1960;677.5654929577465
1970;644.1923847695391
1980;659.3489755452742
1990;653.068166325835
2000;669.8771566597653
2010;666.5097222222222
2020;680.7237834132968
2030;663.8006872852234
2040;656.8521739130434
2050;658.690062543433
2060;649.9578313253012
2070;636.6155391828534
2080;670.9531034482759
2090;670.8472131147541
2100;663.1545064377682
2110;656.6167546174142
2120;645.7101932045304
2130;705.1789181692094
2140;665.1459694989106
2150;653.9633577614924
2160;649.4236351071182
2170;658.8887399463807
2180;656.1427604871448
2190;685.8
2200;685.9188426252647
2210;653.2692307692307
2220;623.2139534883721
2230;694.0485436893204
2240;673.9188626907073
2250;1339.930698739977
2260;1771.84765625
2270;1945.7611181702669
2280;1749.5220264317181
2290;1829.3206940874036
2300;1978.4357950765136
2310;1833.9061712846349
2320;1811.5596833130328
2330;1841.8367601246107
2340;1672.6888423258251
2350;1194.01241950322
2360;1022.0866250866251
2370;1009.7545887151598
2380;1003.9207920792079
2390;1003.4175824175824
2400;803.6944347217361
2410;664.755714773115
2420;682.0952047602381
2430;674.0272038567493
2440;661.8856076035302
2450;652.1453077699293
2460;662.6316344463972
2470;673.3171806167401
2480;665.9041237113402
2490;671.9864583333333
2500;660.8426657506012
2510;668.8838643371017
2520;663.5916320885201
2530;669.6534653465346
2540;663.329886246122
