2137.5568000000003,1610.7976652843795
2125.3688,1588.5124486658947
2133.9454,1593.9677890566343
2153.5026000000003,1758.4620345250353
2144.3900000000003,1577.206642130066
2158.056,1716.8685590425678
2158.8005000000003,1840.845891936513
2122.1162,1516.6173539549757
2153.7862,1657.8389127643336
2163.4168,1744.3160439908509
2155.8099,1736.5826663011696
2168.8331000000003,1677.5083341866043
2171.3317,1733.3086767716843
2168.8256,1622.2984115131962
2165.6698,1631.4339626369815
2147.389,1653.2657855453144
2176.0196,1683.8196234954287
2169.7568,1831.7460824647128
2164.3365,1791.1204706891722
2125.4932,1604.6314937009113
2168.568,1679.1114926997823
2171.1537000000003,1808.24022694667
2165.5221,1680.0761218733867
2171.1021,1606.5647308773587
2179.351,1958.0789232066084
2160.6518,1692.4292621665177
2183.4092,1601.8127785022496
2161.2598000000003,1535.9718794513806
2180.7863,1748.243627189961
2129.4595,1723.0312599114425
2167.983,1640.0418704547408
2168.0599,1716.5452056547463
2164.9797000000003,1674.1821518806362
2166.8555,1805.7646755394492
2154.6374,1753.8144553046661
2116.5894000000003,1711.2275728225743
2170.5144,1765.1005449509155
2152.9949,1842.1143000322832
2176.7781,1850.4044820349693
2191.0533,1943.6073696145093
2186.9071,1780.8999795449784
2144.2364000000002,1787.4788262159798
2163.4156000000003,1729.0451306380114
2169.9132,1817.5670381748196
2157.3177,1740.5104757623074
2181.58,1956.3764834240085
2156.2223,1843.9661910170887
2132.2536,1797.0702189464446
2128.2606,1873.3473694230581
2172.2606,2074.534601608025
