482.9234,133.003507193354
483.34220000000005,133.04008217641237
485.6356,133.41930626325552
483.79970000000003,134.47041834266344
483.85540000000003,132.38904930876154
484.7291,133.9466434201258
484.618,133.9179908706364
484.8077,133.5813269802399
484.70550000000003,132.76352505529704
484.7391,133.33975693793653
484.28540000000004,132.82323948818149
484.65430000000003,132.99411015095177
485.3604,131.45621851239508
484.59900000000005,133.4888269694979
484.83110000000005,132.5842367356432
483.83860000000004,132.54227135298967
485.288,131.58845165158226
485.8222,133.17042923818454
484.5299,132.59432428076673
484.95750000000004,131.736215737373
484.9655,133.5945764649002
484.3059,133.7416726704539
484.5479,131.96609720178543
485.58630000000005,134.53450079998268
485.6071,133.00528023370723
485.36100000000005,134.63685151985214
486.0127,133.3709583078789
485.608,135.98267634087236
485.4714,131.4471430544677
484.9363,133.11597360404517
486.14880000000005,132.7835358969647
485.726,132.04029531911374
485.8519,132.25147035678333
486.0776,134.68214991746532
486.5949,132.60043167892832
485.7816,132.15541913565517
486.4932,134.63034608426395
486.074,133.93135064154487
485.61960000000005,134.63086660518925
485.454,134.4248819560161
484.8659,132.34209897196737
485.8652,136.16496435835415
485.1651,133.75277575621467
485.8032,134.93680173994923
485.77200000000005,136.7710124514134
486.9236,137.91912242859263
486.1052,141.8933934560402
486.12120000000004,143.0414548176144
486.2425,144.9778974631143
485.4716,153.86436695278664
