simultaneous users;total_time;total_invocations;success;mw_failed;vm_fails;response time average (ms);standard_deviation;percent;throughput;fail_tax;hi_value;low_value
20;235972;20000;20000;0;0;135.56635;12.15761029363508;8.968014771833188;84.75581848693913;0.0;346;102
40;264205;40000;40000;0;0;163.580075;23.718231423462463;14.49946237245732;151.3975889933953;0.0;452;102
60;334509;60000;60000;0;0;233.58635;26.8460870311481;11.493003350216355;179.3673712814902;0.0;524;103
80;417292;80000;80000;0;0;313.5702875;47.75178229737877;15.228414234680562;191.71227821285814;0.0;1288;102
100;515919;100000;100000;0;0;397.50001;218.19000932398714;54.89056700249822;193.82887623832423;0.0;3520;102
