simultaneous users;total_time;total_invocations;success;mw_failed;vm_fails;response time average (ms);standard_deviation;percent;throughput;fail_tax;hi_value;low_value
20;161237;20000;20000;0;0;158.6376;29.62513879600288;18.67472704831823;124.04100795723066;0.0;423;102
40;261876;40000;40000;0;0;257.09515;97.24240895118736;37.82350968160518;152.74404680077595;0.0;598;102
60;290261;60000;60000;0;0;284.3487166666667;129.07812104577835;45.39430406401049;206.71051226310115;0.0;812;103
80;364003;80000;80000;0;0;356.6094;170.8646263585496;47.9136630606343;219.77840841971081;0.0;2258;102
100;451912;100000;100000;0;0;443.18447;256.2108483277144;57.81133267772547;221.28201950822285;0.0;2382;102
