simultaneous users;total_time;total_invocations;success;failed;response time average (ms);standard_deviation;percent;throughput;fail_tax;hi_value;low_value
40;37780;4000;4000;0;263.0405;84.13574784695531;31.985853070897946;105.87612493382743;0.0;626;104
50;43065;5000;5000;0;312.9168;109.48827432288283;34.989580080993676;116.10356437942644;0.0;859;104
